text,start,duration,video_id
CENTER GOVIND PURA BHOPAL COMING TO MY,52.5,4.86,w69hIDMXSaw
ACADEMIES I DID A PROJECT ON SMART HOME,55.02,5.58,w69hIDMXSaw
AUTOMATION USING ESP32 WHICH IS BASED ON,57.36,5.82,w69hIDMXSaw
IOT AND ALSO DONE BY WIRELESS,60.6,4.559,w69hIDMXSaw
ELECTRICITY TRANSMISSION I HAVE,63.18,5.64,w69hIDMXSaw
CERTIFIED BY IIT MADRAS NPTEL COURSE AND,65.159,5.46,w69hIDMXSaw
I ACHIEVED A CERTIFICATE ON MACHINE,68.82,4.58,w69hIDMXSaw
LEARNING AND GOOGLE DRIVE CLONE USING,70.619,6.601,w69hIDMXSaw
HTML AND MATERIAL CSS FROM DAYTON I TOOK,73.4,6.039,w69hIDMXSaw
PARTICIPATED IN MANY EVENTS LIKE POSTER,77.22,3.62,w69hIDMXSaw
MAKING AND,79.439,4.921,w69hIDMXSaw
DRAMAS AND BRANCH MASTER I HAVE SECURED,80.84,5.56,w69hIDMXSaw
MANY PRIZES AT A SCHOOL LEVEL IN DANCE,84.36,3.899,w69hIDMXSaw
MY STRENGTH AND I AM VERY POSITIVE,86.4,4.32,w69hIDMXSaw
PERSON AND I LEARNED FROM MY MISTAKES,88.259,5.701,w69hIDMXSaw
AND WORK ON IT AND MY WEAKNESS ARE I AM,90.72,6.6,w69hIDMXSaw
IS I EASILY TRUST SOMEONE WORDS AND I,93.96,5.76,w69hIDMXSaw
CANNOT SAY NO TO PEOPLE ASKING FOR HELP,97.32,4.68,w69hIDMXSaw
MY SHORT-TERM GOAL IS,99.72,5.579,w69hIDMXSaw
TO GET A JOB IN A REPUTED COMPANY AND,102.0,5.34,w69hIDMXSaw
WHERE I CAN IMPROVE,105.299,5.161,w69hIDMXSaw
MY SKILLS AND EXPERIENCES MY HOBBIES ARE,107.34,4.559,w69hIDMXSaw
DANCING AND,110.46,4.08,w69hIDMXSaw
READING BOOKS THAT'S ALL ABOUT ME THANK,111.899,5.061,w69hIDMXSaw
YOU SO MUCH,114.54,2.42,w69hIDMXSaw
- TAKING THE TIME TO ACKNOWLEDGE YOUR AUDIENCE,0.34,2.07,2HkUPY2eo4E
IS ONE OF THE MOST IMPORTANT THINGS THAT YOU CAN DO,2.41,3.32,2HkUPY2eo4E
"AT THE START OF A SPEECH, PRESENTATION, OR KEYNOTE.",5.73,3.7,2HkUPY2eo4E
SOME SPEAKERS CHOOSE TO START THEIR PRESENTATION,9.43,2.93,2HkUPY2eo4E
BY DIVING STRAIGHT INTO THE CONTENT.,12.36,2.97,2HkUPY2eo4E
OTHERS CHOOSE TO SHARE THEIR PERSONAL ACHIEVEMENTS,15.33,2.92,2HkUPY2eo4E
IN ORDER TO ESTABLISH SOME KIND OF CREDIBILITY.,18.25,3.01,2HkUPY2eo4E
I CHOOSE TO START EVERY PRESENTATION THAT I DELIVER ON STAGE,21.26,4.28,2HkUPY2eo4E
BY FIRST ACKNOWLEDGING MY AUDIENCE.,25.54,3.22,2HkUPY2eo4E
IT DOESN'T MATTER IF YOU HAVE THREE MINUTES,28.76,2.24,2HkUPY2eo4E
OR THREE HOURS TO PRESENT.,31.0,2.31,2HkUPY2eo4E
SHOWING SOME LOVE AND RESPECT FOR YOUR AUDIENCE,33.31,3.21,2HkUPY2eo4E
IS ONE OF THE MOST IMPORTANT THINGS THAT YOU CAN DO,36.52,3.25,2HkUPY2eo4E
AT THE START OF YOUR PRESENTATION.,39.77,2.833,2HkUPY2eo4E
"NOW, I'LL GIVE YOU AN EXAMPLE",47.13,1.52,2HkUPY2eo4E
OF HOW I WOULD OPEN A PRESENTATION,48.65,2.03,2HkUPY2eo4E
IF I WAS SPEAKING TO A GROUP OF UNIVERSITY STUDENTS,50.68,3.1,2HkUPY2eo4E
ABOUT DISCOVERING THEIR STRENGTHS AND TALENTS?,53.78,3.19,2HkUPY2eo4E
BEFORE WE EVEN DIVE INTO THE TOPIC,56.97,2.4,2HkUPY2eo4E
"OR I SAY A WORD ABOUT MYSELF,",59.37,2.72,2HkUPY2eo4E
THIS IS HOW I WOULD OPEN THE PRESENTATION.,62.09,3.193,2HkUPY2eo4E
"HELLO, HELLO.",69.13,1.11,2HkUPY2eo4E
"I AM SUPER EXCITED TO HAVE YOU HERE,",70.24,2.52,2HkUPY2eo4E
EXCITED ABOUT THE CONVERSATION WE'LL GET TO HAVE TODAY.,72.76,3.46,2HkUPY2eo4E
"AND THAT'S EXACTLY WHAT THIS IS ALL ABOUT,",76.22,2.8,2HkUPY2eo4E
"A CONVERSATION, NOT A MONOLOGUE,",79.02,3.46,2HkUPY2eo4E
IT'S A DIALOGUE.,82.48,2.21,2HkUPY2eo4E
THAT'S WHY I NEED YOU TO STAY PRESENT.,84.69,3.5,2HkUPY2eo4E
WE HAVE NO SLIDES TODAY.,88.19,2.47,2HkUPY2eo4E
THIS IS NOT A LECTURE.,90.66,2.59,2HkUPY2eo4E
THIS IS NOT A TEST.,93.25,2.77,2HkUPY2eo4E
THIS IS ME COMING HERE TO SPEAK TO YOUR HEARTS.,96.02,4.86,2HkUPY2eo4E
"HERE'S WHAT I KNOW ABOUT YOU,",100.88,2.33,2HkUPY2eo4E
YOU WANT TO MAKE AN IMPACT.,103.21,2.93,2HkUPY2eo4E
I SAY THAT BECAUSE YOU COULD HAVE BEEN HOME,106.14,2.69,2HkUPY2eo4E
"SLEEPING, WRITING ASSIGNMENTS, OR DOING ANYTHING ELSE,",108.83,4.17,2HkUPY2eo4E
BUT YOU CHOSE TO BE HERE.,113.0,2.69,2HkUPY2eo4E
AND THIS MOMENT DESERVES TO BE ACKNOWLEDGED.,115.69,3.303,2HkUPY2eo4E
I KNOW AT TIMES IT CAN BE HARD TO SHOW UP.,119.83,4.0,2HkUPY2eo4E
THAT'S WHY I'M SO PROUD OF YOU FOR MAKING IT HERE.,123.83,3.693,2HkUPY2eo4E
"TODAY, I WANNA FOCUS ON THE OPPORTUNITIES",128.47,2.07,2HkUPY2eo4E
THAT LIE AHEAD OF YOU.,130.54,1.67,2HkUPY2eo4E
WHAT DOES THE WORLD NEED,132.21,1.27,2HkUPY2eo4E
THAT YOUR TALENTS AND SKILLS CAN PROVIDE?,133.48,2.56,2HkUPY2eo4E
"OKAY, NOW THAT I'VE GIVEN YOU AN EXAMPLE",136.04,2.3,2HkUPY2eo4E
OF HOW I WOULD OPEN A PRESENTATION.,138.34,2.62,2HkUPY2eo4E
"IN MY NEXT VIDEO,",140.96,1.12,2HkUPY2eo4E
"I'LL SHARE MY PRESENTATION INTRODUCTION FORMULA,",142.08,3.01,2HkUPY2eo4E
AND I'LL BREAK DOWN WHAT EACH SECTION MEANS,145.09,2.8,2HkUPY2eo4E
AND WHAT EACH SECTION DOES FOR YOUR AUDIENCE.,147.89,3.11,2HkUPY2eo4E
"THAT WAY, ALL YOU'LL HAVE TO DO",151.0,1.59,2HkUPY2eo4E
IS PLUG IN MY PRESENTATION INTRODUCTION FORMULA,152.59,2.97,2HkUPY2eo4E
TO ANY PRESENTATION THAT COMES YOUR WAY.,155.56,2.7,2HkUPY2eo4E
"IN THE MEANTIME, WHILE YOU WAIT FOR THAT VIDEO,",158.26,2.22,2HkUPY2eo4E
YOU CAN WATCH THIS VIDEO,160.48,1.49,2HkUPY2eo4E
ON HOW I WOULD CLOSE A PRESENTATION.,161.97,2.74,2HkUPY2eo4E
HAVE AN AMAZING DAY,164.71,1.72,2HkUPY2eo4E
AND I'LL SEE YOU ON THE NEXT ONE.,166.43,2.063,2HkUPY2eo4E
